2	0	0	0	0	3	5	3	13	1	0	1	0	0	0	1	26	2	4	4	1	2	7	0	1	0	1	0	1	0	3	2	1	1	1	2	1	2	2	3	0	1	1	0	4	4	3	4	4	1	0	9	0	1	1
0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
3	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	5	0	6	1	0	0	0	0	0	0	1	2	0	0	2	3	1	3	1	0	1	0	0	0	0	0	0	3	0	1	0	1	0	2	0	1	1	0	0
4	0	0	1	0	2	1	0	1	2	0	2	0	0	0	1	3	1	1	13	0	0	0	0	2	0	1	0	1	0	1	6	0	2	1	1	0	1	1	2	0	0	1	0	0	1	1	0	3	0	0	3	0	1	0
0	2	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	35	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	2	0	0	1	1	0
1	0	2	0	0	0	3	3	1	0	0	1	0	0	1	0	2	0	0	0	0	31	3	0	0	1	5	0	4	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	1	0	2	0	1	0	1	0	1	0	4
0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	6	0	0	0	0	3	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
3	0	0	0	0	3	0	3	3	1	0	1	0	1	0	1	1	0	0	2	0	1	0	0	16	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	3	2	1	1	1	0	1	1	2	0
1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	12	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0
2	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	5	0	0	0	0	20	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	10	1	0	0
0	0	0	0	1	0	0	1	0	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	0	35	1	0	0	0	0	2	2	0	1	0	0	0	0	0	2	2	1	0	1	0	1	1	0	0	2	1	0
1	0	3	0	0	1	0	0	0	1	0	2	0	1	2	1	1	0	0	1	0	4	0	0	1	1	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0	1	2	1	1	2	0	5	1	0	0	0	1	0
1	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	37	1	0	2	1	0	0	2	0	0	0	0	1	0	1	0	0	1	3	0	1	0	0	2	1	0
1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	3	0	2	3	0	0	1	0	1	0	1	0	0	1	76	1	0	0	1	0	0	0	0	1	0	0	0	0	4	1	0	1	1	0	0	3	0	0	0
4	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	3	6	1	0	0	0	1	0	1	0	0	0	1	13	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	0	2	0	0	0	1	6	1	1	0	1	0	2	1	0	0	0	0	1	1	1	2	0	1	0	0	0	46	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0
1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	1	2	1	0	1	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	0
0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	41	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	1	0	0
0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	19	8	0	1	0	1	0	0	0	1	0	0	1	1	0	2
0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	21	2	20	3	1	1	0	0	0	1	0	1	0	0	1	1	0	1
1	0	0	0	0	1	1	1	2	1	0	1	0	0	0	1	3	1	0	3	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	19	19	0	7	0	1	0	0	1	1	0	2	0	0	1	1	1	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	1	0	0	0	0	1	2	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	5	1	1	0	0	2	1	0	2	0	0	0	0	0
0	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	1	1	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	4	0	1	1	1	0	0	17	2	0	0	0	0	1	0	0	1	0	0	0
1	2	1	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	2	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	1	2	37	0	0	0	0	0	1	0	0	1	1	0
0	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	3	0	0	0	6	1	1	0	1	1	0	1	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	128	1	2	0	1	1	0	1	0	0	1
1	0	0	0	0	2	0	0	1	2	0	2	0	2	1	1	3	0	1	2	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	31	1	0	2	0	2	3	0	3	0
12	0	0	0	0	2	3	1	0	1	0	1	0	1	0	1	3	0	0	1	0	4	0	1	2	1	2	1	2	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	3	1	31	0	2	1	1	0	1	1	1
0	0	0	2	0	1	1	6	3	1	0	0	0	3	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	49	1	0	0	1	0	0	0
2	1	1	0	0	2	2	0	3	1	0	3	1	5	1	2	4	1	0	4	0	1	1	0	1	0	2	2	5	0	1	1	1	1	1	1	0	1	1	2	0	0	1	1	1	3	2	0	39	1	1	5	4	2	0
1	0	0	0	1	0	0	2	1	0	3	0	1	1	2	0	1	0	2	0	1	0	0	0	1	1	1	1	1	1	0	2	0	0	1	0	2	0	0	0	0	2	0	1	1	0	1	0	1	20	0	2	0	2	0
0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	32	2	1	0	0
1	0	1	0	0	1	2	0	2	2	0	0	0	1	0	0	8	1	1	3	0	0	3	0	0	0	10	0	0	0	2	2	0	1	1	1	0	1	1	1	0	0	1	1	1	3	0	0	4	2	1	43	1	0	0
0	2	0	0	0	0	1	2	1	0	1	4	3	4	0	3	0	0	1	0	1	1	0	0	1	0	1	3	0	2	0	0	0	0	1	0	1	1	1	1	0	0	0	2	0	0	0	1	3	0	1	0	105	1	0
1	0	0	0	1	1	2	0	0	1	0	1	2	1	2	1	1	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	3	1	0	1	3	0	0	0	27	0
0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9
